id,name,sortId
1,艾草,3
2,棒棒糖,3
3,八宝粥,3
4,白茶,3
5,扁豆,3
6,布丁,3
7,巴旦木,3
8,饼干,3
9,碧根果肉,3
10,白瓜子,3
11,包裹着猫屎的猫砂,3
12,薄荷叶,3
13,八角,3
14,北京烤鸭,3
15,菠萝,3
16,板栗壳,3
17,槟榔,3
18,菠萝密肉,3
19,菠萝皮,3
20,爆米花,3
21,白米虾,3
22,冰淇淋,3
23,蚌肉,3
24,白砂糖,3
25,白糖,3
26,百香果壳,3
27,包子,3
28,白煮蛋,3
29,葱,3
30,草本植物,3
31,蚕豆,3
32,蚕豆壳,3
33,茨菇,3
34,臭虫,3
35,臭豆腐,3
36,炒花生壳,3
37,炒花生米,3
38,翅尖,3
39,车厘子核,3
40,陈皮,3
41,面条,3
42,叉烧,3
43,叉烧酥,3
44,茶叶,3
45,茶叶蛋壳,3
46,虫,3
47,虫子,3
48,橙子皮,3
49,草莓,3
50,草莓叶,3
51,橙皮,3
52,菜皮,3
53,宠物粪便,3
54,宠物饲料,3
55,粗盐,3
56,苍蝇,3
57,葱油饼,3
58,茶叶渣,3
59,脆枣,3
60,茶渣,3
61,残枝落叶,3
62,大饼,3
63,蛋白,3
64,大白菜,3
65,大白兔奶糖,3
66,多宝鱼骨头,3
67,骨头,3
68,大葱,3
69,豆腐,3
70,豆腐干,3
71,豆腐猫砂,3
72,豆干,3
73,豆杆,3
74,蛋糕,3
75,冬瓜,3
76,冬瓜皮,3
77,冬瓜籽,3
78,蛋黄,3
79,蛋黄酥,3
80,蛋卷,3
81,豆浆渣,3
82,蛋壳,3
83,德克士炸鸡,3
84,大米,3
85,大排,3
86,多肉植物,3
87,冬笋壳,3
88,大蒜皮,3
89,大蒜叶,3
90,蛋挞,3
91,蛋挞皮,3
92,动物粪便,3
93,动物内脏,3
94,动物尸体,3
95,凋谢的 鲜花,3
96,鲜花,3
97,豆芽,3
98,枣,3
99,大闸蟹,3
100,大闸蟹壳,3
101,海带子壳,3
102,豆制品,3
103,鹅骨头,3
104,阿胶,3
105,方便面面条,3
106,凤梨皮,3
107,凤梨酥,3
108,蜂蜜,3
109,番茄,3
110,番茄梗,3
111,番茄酱,3
112,番茄沙司,3
113,废弃食用油,3
114,废弃调味料,3
115,废弃植物,3
116,粉丝,3
117,番茄皮,3
118,瓜子,3
119,锅巴,3
120,干脆面,3
121,果冻,3
122,丁香,3
123,鸽子粪,3
124,瓜果,3
125,干果仁,3
126,干桂圆壳,3
127,桂花糕,3
128,干花生壳,3
129,果酱,3
130,莴苣,3
131,狗粮,3
132,咖喱粉,3
133,橄榄核,3
134,干辣椒,3
135,干面粉,3
136,干面条,3
137,果皮,3
138,桂皮,3
139,枸杞,3
140,过期大米,3
141,过期巧克力,3
142,过期食品,3
143,过期糖,3
144,过期调味料,3
145,蛤肉,3
146,干树叶,3
147,灌汤包,3
148,鳜鱼,3
149,桂圆干,3
150,桂圆核,3
151,桂圆壳,3
152,瓜子壳,3
153,瓜子皮,3
154,瓜子仁,3
155,甘蔗渣,3
156,花瓣,3
157,汉堡,3
158,花草茶渣,3
159,红肠,3
160,花茶渣,3
161,黄豆,3
162,海胆,3
163,海带,3
164,红豆,3
165,红豆糕,3
166,海底捞锅底,3
167,盒饭,3
168,黄瓜,3
169,火锅底料,3
170,黄瓜皮,3
171,韩国泡菜,3
172,花蛤肉,3
173,火锅渣,3
174,海瓜子壳,3
175,花卉,3
176,花甲,3
177,花椒,3
178,花甲粉,3
179,胡椒粉,3
180,花椒粉,3
181,火鸡骨头,3
182,花甲壳,3
183,黑椒牛排,3
184,胡萝卜,3
185,胡萝卜皮,3
186,火龙果,3
187,火龙果皮,3
188,红辣椒,3
189,话梅,3
190,哈密瓜,3
191,哈密瓜籽,3
192,话梅壳,3
193,话梅肉,3
194,黄芪,3
195,花生,3
196,红薯,3
197,花生酱,3
198,红薯皮,3
199,花生衣,3
200,山芋皮,3
201,花生壳,3
202,海苔,3
203,火腿肠,3
204,混沌皮,3
205,核桃肉,3
206,茴香,3
207,河虾,3
208,海星,3
209,黄杏核,3
210,黄油,3
211,荷叶,3
212,海藻,3
213,红枣,3
214,红枣核,3
215,姜,3
216,茭白,3
217,煎饼,3
218,煎饼果子,3
219,茭白皮,3
220,茭白叶,3
221,韭菜,3
222,鸡翅,3
223,鸡蛋,3
224,鸡蛋卷,3
225,鸡蛋壳,3
226,鸡蛋皮,3
227,鸡蛋仔,3
228,菌菇,3
229,里脊肉,3
230,鸡脚抓,3
231,酱料,3
232,酒酿,3
233,鸡皮,3
234,鸡软骨,3
235,鸡屎,3
236,金丝皇菊,3
237,鸡腿,3
238,姜糖,3
239,鸡头,3
240,团结猫砂,3
241,基围虾,3
242,鲫鱼,3
243,甲鱼,3
244,甲鱼小骨,3
245,橘子,3
246,金针菇,3
247,桔子皮,3
248,橘子皮,3
249,饺子皮,3
250,肯德基炸鸡,3
251,咖啡伴侣粉,3
252,咖啡残渣,3
253,咖啡豆,3
254,咖啡豆渣,3
255,咖啡粉,3
256,宽粉条,3
257,咖啡渣,3
258,苦瓜,3
259,葵花籽,3
260,葵花籽壳,3
261,烤鸡,3
262,可降解垃圾袋,3
263,可降解吸管,3
264,枯树叶,3
265,枯萎花束,3
266,矿物猫砂,3
267,开心果,3
268,烤鸭,3
269,枯枝,3
270,梨,3
271,萝卜干,3
272,绿豆,3
273,绿豆糕,3
274,绿豆沙,3
275,拉菲草,3
276,辣椒,3
277,绿萝,3
278,榴莲,3
279,榴莲酥,3
280,藜麦,3
281,螺蛳,3
282,老鼠,3
283,螺蛳粉,3
284,烂水果,3
285,螺蛳肉,3
286,乐事薯片,3
287,螺蛳壳,3
288,辣条,3
289,龙虾片,3
290,栗子,3
291,李子,3
292,李子核,3
293,荔枝核,3
294,荔枝皮,3
295,栗子壳,3
296,荔枝壳,3
297,面饼,3
298,面包,3
299,面包屑,3
300,猫冻干,3
301,毛豆壳,3
302,麦当劳炸鸡,3
303,毛豆皮,3
304,木耳,3
305,面粉,3
306,米饭,3
307,蘑菇,3
308,木瓜,3
309,芒果干,3
310,芒果核,3
311,玫瑰花,3
312,芒果皮,3
313,木瓜仔,3
314,麻花,3
315,猕猴桃,3
316,猕猴桃皮,3
317,蜜饯,3
318,猫粮,3
319,麻辣烫,3
320,麻辣香锅残渣,3
321,麦片,3
322,猫屎,3
323,木薯淀粉,3
324,猫屎咖啡,3
325,馒头,3
326,奶茶中的珍珠,3
327,奶粉,3
328,鸟粪,3
329,年糕,3
330,南瓜皮,3
331,南瓜仔,3
332,南瓜子壳,3
333,牛筋,3
334,奶酪,3
335,柠檬,3
336,糯米,3
337,柠檬皮,3
338,糯米纸,3
339,牛排,3
340,牛肉,3
341,牛肉干,3
342,牛蛙,3
343,牛蛙骨,3
344,奶油,3
345,牛油果核,3
346,牛轧糖,3
347,藕片,3
348,皮蛋,3
349,胖大海,3
350,皮蛋壳,3
351,普洱茶,3
352,排骨,3
353,平菇,3
354,苹果,3
355,苹果核,3
356,苹果派,3
357,苹果皮,3
358,苹果肉,3
359,蒲公英,3
360,膨化食品,3
361,枇杷,3
362,枇杷核,3
363,乒乓糯米滋,3
364,披萨,3
365,葡萄干,3
366,葡萄梗,3
367,蟠桃核,3
368,葡萄皮,3
369,葡萄籽,3
370,螃蟹壳,3
371,芹菜,3
372,青菜,3
373,青豆,3
374,青椒,3
375,巧克力,3
376,巧克力粉,3
377,巧克力酱,3
378,荞麦,3
379,荞麦面,3
380,曲奇,3
381,芡实糕,3
382,青蟹壳,3
383,奇异果,3
384,茄子,3
385,肉骨头,3
386,肉夹馍,3
387,肉,3
388,软糖,3
389,剩菜剩饭,3
390,速冻馄饨,3
391,酸豆角,3
392,速冻水饺,3
393,丝瓜,3
394,笋干,3
395,死瓜皮,3
396,碎骨头,3
397,烧饼,3
398,扇贝壳,3
399,扇贝肉,3
400,蔬菜,3
401,水草,3
402,蔬菜残余,3
403,薯格,3
404,水果,3
405,水果干,3
406,手擀面,3
407,水果皮,3
408,水果软核,3
409,生蚝肉,3
410,石榴籽,3
411,生姜,3
412,熟鸡蛋壳,3
413,生鸡蛋壳,3
414,石榴,3
415,沙拉酱,3
416,水蜜桃,3
417,水蜜桃核,3
418,水蜜桃肉,3
419,树皮,3
420,薯片,3
421,山芋,3
422,山药,3
423,山楂,3
424,山楂干,3
425,山竹核,3
426,山楂片,3
427,笋壳,3
428,笋皮,3
429,蒜皮,3
430,食品添加剂,3
431,三七粉,3
432,蒜头,3
433,食物残渣,3
434,三文鱼,3
435,牲畜粪便,3
436,树叶,3
437,食用油,3
438,松子,3
439,松子壳,3
440,山竹壳,3
441,梭子蟹,3
442,梭子蟹壳,3
443,糖,3
444,土豆,3
445,土豆泥,3
446,土豆皮,3
447,糖果,3
448,铁棍山药,3
449,铁观音,3
450,核桃,3
451,甜芦栗,3
452,蹄o,3
453,甜品,3
454,桃仁,3
455,桃子,3
456,兔子粪便,3
457,调制海藻面膜,3
458,桃子皮,3
459,午餐肉,3
460,豌豆皮,3
461,味精,3
462,乌龙茶,3
463,乌梅壳,3
464,蜗牛,3
465,五香蛋,3
466,蚊子,3
467,虾,3
468,象鼻蚌,3
469,小葱,3
470,咸菜,3
471,西餐糕点,3
472,咸蛋,3
473,咸蛋壳,3
474,香榧子壳,3
475,香菇,3
476,西瓜皮,3
477,香瓜皮,3
478,西瓜籽,3
479,香瓜子,3
480,西瓜子,3
481,吸管纸质包装,3
482,杏核,3
483,鲜花饼,3
484,鲜花瓣,3
485,西葫芦,3
486,雪花酥,3
487,西红柿,3
488,小核桃肉,3
489,香蕉,3
490,咸鸡,3
491,香蕉干,3
492,香蕉皮,3
493,虾壳,3
494,小笼包,3
495,西兰花,3
496,西兰花梗,3
497,小龙虾,3
498,小龙虾黄,3
499,小龙虾壳,3
500,小龙虾肉,3
501,小龙虾头,3
502,小米,3
503,虾米,3
504,虾皮,3
505,小排骨,3
506,虾肉,3
507,蟹肉,3
508,杏仁,3
509,杏仁饼,3
510,小肉骨头,3
511,杏仁核,3
512,向日葵花束,3
513,仙人球,3
514,仙人掌,3
515,虾头,3
516,喜糖,3
517,咸鱼,3
518,薰衣草,3
519,咸鸭蛋壳,3
520,杏子核,3
521,鱼,3
522,盐,3
523,鸭脖,3
524,鱼刺,3
525,鸭翅,3
526,洋葱皮,3
527,鸭蛋壳,3
528,意大利面,3
529,油墩子,3
530,银耳,3
531,椰果,3
532,腰果,3
533,鱼骨头,3
534,鸭骨头,3
535,鸭架,3
536,鱼鳞,3
537,杨梅,3
538,燕麦,3
539,玉米棒,3
540,杨梅干,3
541,杨梅核,3
542,玉米粒,3
543,玉米猫砂,3
544,燕麦片,3
545,玉米塑料袋,3
546,玉米芯,3
547,玉米须,3
548,玉米纤维袋,3
549,芋艿,3
550,芋艿皮,3
551,鱼内脏,3
552,鸭皮,3
553,鱼皮花生,3
554,鸭肉,3
555,椰肉,3
556,鱼肉,3
557,压缩饼干,3
558,鸭锁骨,3
559,鸭舌,3
560,盐水花生,3
561,盐水花生壳,3
562,洋山芋,3
563,盐水鸭,3
564,鱼饲料,3
565,鸭腿,3
566,油条,3
567,芋头,3
568,鸭头,3
569,杨桃,3
570,鱼头,3
571,樱桃干,3
572,樱桃梗,3
573,油桃核,3
574,樱桃核,3
575,油桃肉,3
576,鱼虾,3
577,鸭下巴,3
578,银杏果,3
579,芋圆,3
580,鱿鱼,3
581,油烟机油脂,3
582,鱿鱼丝,3
583,叶子,3
584,柚子核,3
585,鸭爪,3
586,鸭掌,3
587,柚子皮,3
588,杂草,3
589,早餐谷物,3
590,枣核,3
591,粥,3
592,榨菜,3
593,中草药,3
594,中草药材,3
595,猪肝,3
596,藏红花,3
597,炸鸡,3
598,蟑螂,3
599,猪肋排,3
600,芝麻,3
601,芝麻酱,3
602,猪扒,3
603,猪排,3
604,猪皮,3
605,猪肉排骨,3
606,竹笋,3
607,芝士,3
608,猪蹄,3
609,猪蹄骨,3
610,纸吸管,3
611,猪小排,3
612,章鱼,3
613,章鱼小丸子,3
614,孜然粉,3
615,紫薯皮,3
616,植物枝干,3
617,中药渣,3
618,枣子核,3
619,粽子馅,3
620,橙子,3
621,花蛤,3
622,菜叶,3
623,鸡蛋饼,3
624,LED灯(含水银),2
625,X光片,2
626,安神补脑液瓶,2
627,笔记本电脑电池,2
628,保健品,2
629,保健品瓶子,2
630,板蓝根冲剂,2
631,玻璃药瓶,2
632,充电电池,2
633,除渍剂,2
634,电灯泡,2
635,冻干粉,2
636,碘酒瓶,2
637,达克宁药膏,2
638,达克宁药膏皮,2
639,灯泡,2
640,调色板,2
641,打印机墨盒,2
642,打印机色带,2
643,节能灯,2
644,矿物油,2
645,镍镉电池,2
646,农药,2
647,药瓶,2
648,水银温度计,2
649,血压计,2
650,荧光灯管,2
651,油漆,2
652,光胶片,2
653,感冒药,2
654,钙片,2
655,胶囊药物,2
656,药,2
657,指甲油,2
658,药布,2
659,给药器,2
660,化学剂桶,2
661,胶合剂,2
662,酒精,2
663,胶卷底片,2
664,眼药膏,2
665,胶片,2
666,工业胶片,2
667,胶水桶,2
668,口服液,2
669,口服液瓶,2
670,开塞露,2
671,咳嗽药片,2
672,咳嗽药水瓶,2
673,消毒液瓶,2
674,空药瓶,2
675,锂电池,2
676,雷达瓶子,2
677,卤素灯,2
678,老鼠药,2
679,录像带,2
680,马应龙,2
681,纽扣电池,2
682,农药瓶,2
683,泡腾片,2
684,铅酸电池,2
685,染发膏,2
686,染发剂,2
687,染发剂壳,2
688,染发手套,2
689,日光灯,2
690,杀虫剂,2
691,杀虫子灌,2
692,杀虫喷雾,2
693,深海鱼油,2
694,伤筋膏药,2
695,伤筋膏药包装,2
696,输液瓶,2
697,树脂,2
698,手机电池,2
699,松节油,2
700,塑料药盒,2
701,塑料药瓶,2
702,生石灰,2
703,碳粉盒,2
704,透明塑料药瓶,2
705,烫伤膏,2
706,外敷伤药,2
707,维生素瓶,2
708,蓄电池,2
709,硒鼓,2
710,卸甲膜,2
711,卸甲水,2
712,相片底片,2
713,西药,2
714,药包装,2
715,一次性注射器,2
716,药膏,2
717,药膏包装壳,2
718,荧光灯,2
719,药壶,2
720,氧化汞电池,2
721,药剂,2
722,药片包装,2
723,药品包装袋,2
724,药片铝塑包装,2
725,药品纸盒,2
726,油漆笔,2
727,油漆桶,2
728,药水玻璃瓶,2
729,药丸,2
730,药液袋,2
731,鱼油胶囊,2
732,医用棉签,2
733,医用纱布,2
734,眼药水,2
735,眼药水瓶,2
736,医用手套,2
737,医用针管,2
738,医用注射器,2
739,痔疮膏,2
740,中成药,2
741,针管,2
742,指甲油瓶子,2
743,止咳糖浆瓶,2
744,蟑螂药,2
745,樟脑丸,2
746,针头,2
747,针筒,2
748,止痛膏,2
749,纸药盒,2
750,消毒剂,2
751,1号电池（无汞）,4
752,502胶水,4
753,5号电池（无汞）,4
754,7号电池（无汞）,4
755,84消毒液瓶,4
756,A4纸包装袋,4
757,CD,4
758,DVD,4
759,KFC食物包装,4
760,KFC纸盒,4
761,N次贴,4
762,PH试纸,4
763,艾草灰,4
764,艾灸贴,4
765,艾灸渣,4
766,安全套包装袋,4
767,安全套,4
768,白板笔,4
769,棒冰包装袋,4
770,白板擦,4
771,棒冰棍,4
772,冰棒棍,4
773,冰棒皮,4
774,冰宝贴,4
775,棒棒糖棒子,4
776,冰棒外包装,4
777,冰袋,4
778,笔袋,4
779,棒骨,4
780,饼干包装袋,4
781,饼干袋,4
782,碧根果壳,4
783,不干胶带,4
784,包裹着狗屎的报纸,4
785,包裹着狗屎的塑料袋,4
786,包裹着狗屎的纸巾,4
787,包裹着鼻涕的纸巾,4
788,包裹着鸡蛋壳的餐巾纸,4
789,包裹着口香糖的纸巾,4
790,包裹着猫屎的膨润土猫砂,4
791,包裹着猫屎的塑料袋,4
792,包裹着痰的纸巾,4
793,包裹着西瓜籽的纸巾,4
794,笔壳,4
795,贝壳,4
796,玻璃胶,4
797,保冷剂,4
798,菠萝蜜核,4
799,便利贴,4
800,鼻毛,4
801,鞭炮,4
802,标签,4
803,冰淇淋包装袋,4
804,冰淇淋纸,4
805,便签纸,4
806,标签纸,4
807,滤芯,4
808,鼻屎,4
809,必胜客纸盒,4
810,保湿喷雾,4
811,鼻贴,4
812,冰贴,4
813,便条贴,4
814,鼻涕纸,4
815,被污染的垃圾袋,4
816,保鲜冰袋,4
817,保鲜袋,4
818,保鲜膜,4
819,冰箱贴,4
820,丙烯颜料,4
821,鲍鱼壳,4
822,避孕套,4
823,避孕套包装,4
824,避孕套包装盒,4
825,被油污污染过的报纸,4
826,杯子,4
827,爆竹,4
828,便纸,4
829,壁纸,4
830,别针,4
831,编织袋,4
832,茶包,4
833,菜板,4
834,彩笔,4
835,醋包,4
836,醋袋,4
837,磁带,4
838,擦过鼻涕的纸巾,4
839,草稿纸,4
840,尺,4
841,串串纸杯,4
842,串串竹签,4
843,成分复杂的制品,4
844,厨房手套,4
845,厨房用纸,4
846,厨房纸巾,4
847,茶壶,4
848,储奶袋,4
849,唱片,4
850,车票,4
851,菖蒲叶,4
852,成人用品,4
853,除湿包,4
854,除湿袋,4
855,长寿果壳,4
856,除湿盒,4
857,除湿剂,4
858,超市塑料袋,4
859,宠物屎垫,4
860,宠物饲料包装袋,4
861,唇釉,4
862,茶叶包,4
863,抽纸塑料袋,4
864,瓷酒瓶,4
865,创口贴,4
866,草木灰,4
867,彩泥,4
868,瓷器碎片,4
869,瓷勺,4
870,仓鼠垫沙,4
871,擦手巾,4
872,擦手纸,4
873,瓷碎片,4
874,擦碗布,4
875,宠物毛,4
876,草席,4
877,测血糖试纸,4
878,测血糖计,4
879,餐饮外卖盒,4
880,草纸,4
881,彩妆,4
882,搓澡巾,4
883,蛏子壳,4
884,打包盒,4
885,地板蜡,4
886,稻草,4
887,痘痘贴,4
888,电动牙刷刷头,4
889,豆腐盒,4
890,蛋糕袋,4
891,冻干粉面膜,4
892,蛋糕盒,4
893,打火机,4
894,电话卡,4
895,登机牌,4
896,蛋黄酥包装盒,4
897,豆浆杯,4
898,豆浆杯盖,4
899,豆浆袋,4
900,碘酒棉球,4
901,带胶制品,4
902,大块骨头,4
903,滴漏式咖啡,4
904,大龙虾壳,4
905,大龙虾头,4
906,逗猫棒,4
907,大米袋,4
908,吊牌,4
909,碟片,4
910,袋泡茶,4
911,订书钉,4
912,订书钉机,4
913,订书针,4
914,大头针,4
915,动物毛,4
916,电蚊香片,4
917,电蚊香夜瓶,4
918,带油抹布,4
919,电影票,4
920,带有婴儿粪便的尿不湿,4
921,带有婴儿粪便的纸尿裤,4
922,电子烟烟弹,4
923,耳塞,4
924,耳屎,4
925,粉笔,4
926,粉饼,4
927,粉饼盒,4
928,方便面包装袋,4
929,方便面叉子,4
930,方便面盒,4
931,方便面桶,4
932,方便面调味料,4
933,粉尘,4
934,防潮袋,4
935,废瓷砖,4
936,粉底,4
937,发带,4
938,粉底液,4
939,防腐剂,4
940,发箍,4
941,发夹,4
942,发胶,4
943,飞机杯,4
944,发蜡,4
945,肥料,4
946,防霉防蛀片,4
947,粉扑,4
948,发票,4
949,发泡网,4
950,发卡,4
951,废弃的纸张,4
952,番茄酱包装袋,4
953,废弃食品袋,4
954,发热包,4
955,发饰,4
956,沸石猫砂,4
957,防晒喷雾,4
958,防晒霜,4
959,防碎气泡膜,4
960,饭团包装,4
961,防蚊贴,4
962,封箱带,4
963,复写纸,4
964,风油精,4
965,风油精瓶,4
966,防油纸,4
967,肥皂,4
968,废纸,4
969,防震膜,4
970,干冰,4
971,钢笔,4
972,干冰袋,4
973,干草,4
974,干草包装袋,4
975,光碟,4
976,光碟包,4
977,果冻包装袋,4
978,干电池（无汞）,4
979,果冻壳,4
980,关东煮纸杯,4
981,挂耳咖啡,4
982,干发巾,4
983,广告塑料,4
984,干花,4
985,硅胶猫砂,4
986,硅胶手环,4
987,干净无油食品包装袋,4
988,过滤袋,4
989,百洁布,4
990,蛤蜊壳,4
991,狗毛,4
992,鸽毛,4
993,碎纸机处理的碎纸,4
994,狗屎垫,4
995,光盘,4
996,过期防晒霜,4
997,过期护肤品,4
998,过期化妆品,4
999,过期口红,4
1000,钢丝球,4
1001,固体胶,4
1002,固体清香剂,4
1003,购物卡,4
1004,防蚊手环,4
1005,购物小票,4
1006,塑料拖鞋,4
1007,甘蔗皮,4
1008,干燥剂,4
1009,硅藻泥,4
1010,画笔,4
1011,红笔,4
1012,黑板擦,4
1013,河蚌壳,4
1014,汉堡纸,4
1015,灰尘,4
1016,火柴,4
1017,红茶包,4
1018,火车票,4
1019,坏的花盆,4
1020,海胆壳,4
1021,护发精油,4
1022,护肤品,4
1023,花蛤壳,4
1024,混合猫砂,4
1025,红酒塞,4
1026,花篮,4
1027,护理垫,4
1028,海螺壳,4
1029,荷兰猪毛,4
1030,海绵,4
1031,海绵蛋,4
1032,海绵粉扑,4
1033,坏马桶,4
1034,花泥,4
1035,花盆,4
1036,烘焙纸,4
1037,护手霜,4
1038,灰土,4
1039,火腿肠包装纸,4
1040,核桃壳,4
1041,胡须,4
1042,活性炭,4
1043,回形针,4
1044,黄油包装纸,4
1045,胡渣,4
1046,徽章,4
1047,化妆镜,4
1048,化妆品密封塑料膜,4
1049,化妆品瓶盖,4
1050,化妆棉,4
1051,化妆刷,4
1052,胶棒,4
1053,胶布,4
1054,卷笔刀,4
1055,胶带,4
1056,胶带纸,4
1057,假发,4
1058,坚果壳,4
1059,浆糊,4
1060,胶画,4
1061,记号笔,4
1062,净化器滤芯,4
1063,假睫毛,4
1064,酒精棉花,4
1065,假睫毛胶水,4
1066,酒精棉片,4
1067,酒精棉球,4
1068,寄居蟹,4
1069,旧镜子,4
1070,旧口罩,4
1071,鸡毛,4
1072,芥末包装,4
1073,睫毛膏,4
1074,旧毛巾,4
1075,洁面摩丝,4
1076,胶囊咖啡,4
1077,旧内衣,4
1078,机票,4
1079,脚皮,4
1080,键盘清洁胶,4
1081,旧水槽,4
1082,胶水,4
1083,吉他弦,4
1084,卷筒纸,4
1085,卷筒纸包装,4
1086,碱性电池,4
1087,假牙,4
1088,酱油包装袋,4
1089,酱油袋,4
1090,旧鱼缸,4
1091,甲鱼壳,4
1092,旧牙刷,4
1093,镜子,4
1094,胶纸,4
1095,脚趾甲,4
1096,减震泡泡膜,4
1097,捆绑带,4
1098,快餐盒,4
1099,烤串棒,4
1100,快递包装袋,4
1101,快递单,4
1102,快递袋,4
1103,肯德基番茄酱包装袋,4
1104,快递贴纸,4
1105,咖啡杯杯盖,4
1106,咖啡胶囊,4
1107,咖啡滤纸,4
1108,口红,4
1109,口红盒,4
1110,空气清新剂罐,4
1111,空调滤芯,4
1112,枯萎花草,4
1113,开心果壳,4
1114,口香糖,4
1115,扣子,4
1116,筷子,4
1117,口罩,4
1118,蜡笔,4
1119,滤尘袋,4
1120,绿豆包装,4
1121,滤桂咖啡,4
1122,刘海夹,4
1123,老花镜,4
1124,垃圾袋,4
1125,拉链,4
1126,卤料包,4
1127,乐乐茶杯,4
1128,颜料盒,4
1129,榴莲核,4
1130,榴莲壳,4
1131,炼乳壳,4
1132,零食包装袋,4
1133,乐事薯片盒,4
1134,辣条包装袋,4
1135,滤网,4
1136,芦苇叶,4
1137,柳絮,4
1138,凉席,4
1139,冷饮,4
1140,蜡油,4
1141,冷饮棒,4
1142,冷饮包装纸,4
1143,晾衣夹,4
1144,滤纸,4
1145,蜡烛,4
1146,炉渣,4
1147,蜡烛包装,4
1148,蜡烛塑料膜,4
1149,毛笔,4
1150,棉棒,4
1151,眉笔,4
1152,抹布,4
1153,面包袋,4
1154,毛笔写过的纸,4
1155,墨胆,4
1156,麻袋,4
1157,麦当劳纸盒,4
1158,魔方,4
1159,眉粉,4
1160,毛发,4
1161,密封袋,4
1162,面粉袋,4
1163,猫罐头,4
1164,棉花,4
1165,棉花棒,4
1166,棉花球,4
1167,墨镜,4
1168,马夹袋,4
1169,面巾纸,4
1170,面巾纸包装纸,4
1171,马克笔,4
1172,马克杯,4
1173,猫粮包装袋,4
1174,牡蛎壳,4
1175,猫毛,4
1176,面膜,4
1177,面膜包装纸,4
1178,面膜外层纸,4
1179,墨囊,4
1180,木瓶塞,4
1181,棉球,4
1182,棉签,4
1183,棉柔巾,4
1184,麻绳,4
1185,摩丝罐,4
1186,棉绳,4
1187,磨砂膏,4
1188,美瞳,4
1189,美瞳包装,4
1190,面条包装袋,4
1191,马桶刷,4
1192,灭蚊灯,4
1193,灭蚊片,4
1194,棉线,4
1195,木屑,4
1196,明信片,4
1197,魔芋粉包装袋,4
1198,沐浴球,4
1199,毛衣针,4
1200,面纸,4
1201,美妆蛋,4
1202,木质梳子,4
1203,泥巴,4
1204,暖宝宝,4
1205,暖宝宝贴,4
1206,粘冲板,4
1207,奶茶杯,4
1208,奶茶盖,4
1209,奶茶塑料盖,4
1210,粘尘纸,4
1211,奶茶塑料杯,4
1212,奶茶纸杯,4
1213,尿垫,4
1214,牛骨,4
1215,牛骨棒,4
1216,奶粉勺子,4
1217,牛骨头,4
1218,凝胶,4
1219,内裤,4
1220,纽扣,4
1221,牛肋骨,4
1222,尼龙制品,4
1223,粘毛滚纸,4
1224,纳米海绵,4
1225,牛奶袋,4
1226,尿片,4
1227,牛排包装,4
1228,牛皮筋,4
1229,冰淇淋纸杯,4
1230,牛肉干包装,4
1231,牛肉骨头,4
1232,粘鼠板,4
1233,泥土,4
1234,黏土,4
1235,牛尾骨,4
1236,内衣,4
1237,内衣包装袋,4
1238,奶嘴,4
1239,牛仔骨,4
1240,粘纸,4
