id,name,sortId
5599,玻璃餐具,1
5600,玻璃尺,1
5601,碎布,1
5602,旧的运动鞋,1
5603,旧鞋,1
5604,旧运动鞋,1
5605,塑料鞋,1
5606,纸包装,1
5607,旧冰箱,1
5608,IPHONE手机,1
5609,废旧手机,1
5610,废手机,1
5611,坏手机,1
5612,旧手机,1
5613,苹果手机,1
5614,玻璃饭盒,1
5615,废打印纸,1
5616,信封袋,1
5617,快递信封,1
5618,利乐包装盒,1
5619,利乐包装,1
5620,信封带,1
5621,牛奶利乐包,1
5622,铝,1
5623,彩色打印纸,1
5624,广告单页,1
5625,塑料碗（盆）,1
5626,塑料碗塑料盆,1
5627,玩具,1
5628,空的饮料瓶,1
5629,废酒瓶,1
5630,泡沫棉,1
5631,酒瓶盖,1
5632,酒瓶子,1
5633,空酒瓶,1
5634,空饮料瓶,1
5635,黄酒瓶,1
5636,泡沫盒,1
5637,泡沫垃圾,1
5638,玻璃酒瓶,1
5639,亚克力,1
5640,碎玻璃杯,1
5641,破碎玻璃,1
5642,碎玻璃瓶,1
5643,电锅,1
5644,废玻璃,1
5645,不粘锅,1
5646,铁皮盒,1
5647,铁皮罐,1
5648,铁锅,1
5649,玻璃锅,1
5650,铝质易拉罐,1
5651,刮胡子刀片,1
5652,破旧衣服,1
5653,残旧衣服,1
5654,废旧衣服,1
5655,废衣服,1
5656,旧衣物,1
5657,衣物,1
5658,废床单,1
5659,旧床单,1
5660,使用过的旧床单,1
5661,长毛绒玩具,1
5662,集成电路板,1
5663,家用电器内的电路板,1
5664,充电插头,1
5665,木砧板,1
5666,电路主板,1
5667,午餐肉罐,1
5668,雨伞,1
5669,旧雨伞,1
5670,笔盒,1
5671,葡萄酒瓶,1
5672,笔记本,1
5673,废旧的笔记本电脑,1
5674,废旧的被子,1
5675,风扇,1
5676,废洗衣机,1
5677,废旧洗衣机,1
5678,坏空调器,1
5679,电话,1
5680,电视,1
5681,空调扇,1
5682,旧电话机,1
5683,电视机顶盒,1
5684,废旧电视机,1
5685,空调包装,1
5686,坏电视机,1
5687,空调两用风扇,1
5688,旧耳机,1
5689,废旧打印机,1
5690,废弃打印机,1
5691,电子温度计,1
5692,快递盒子,1
5693,鞋子,1
5694,牛奶盒包装,1
5695,洗干净的牛奶盒,1
5696,玩偶,1
5697,玻璃油瓶,1
5698,食品铁盒,1
5699,废铁,1
5700,月饼铁盒,1
5701,废铁锅,1
5702,废铜烂铁,1
5703,钢铁,1
5704,破铁锅,1
5705,玉镯,1
5706,玻璃瓶罐,1
5707,过期玻璃瓶,1
5708,墨汁玻璃瓶,1
5709,牛奶玻璃瓶,1
5710,空玻璃瓶,1
5711,啤酒玻璃瓶,1
5712,纸包装盒,1
5713,饮料纸包装,1
5714,勺子,1
5715,废铝,1
5716,铝管,1
5717,铝盆,1
5718,电玩具,1
5719,儿童电动玩具,1
5720,儿童玩具,1
5721,废旧玩具,1
5722,合金玩具,1
5723,坏了的玩具,1
5724,木制玩具,1
5725,贺卡,1
5726,瓶盖,1
5727,玻璃啤酒瓶,1
5728,塑料啤酒瓶,1
5729,破衣物,1
5730,二手衣物,1
5731,化纤衣物,1
5732,纺织物,1
5733,废弃衣物,1
5734,废纺织物,1
5735,长毛绒,1
5736,家用电器,1
5737,电器,1
5738,塑料纽扣,1
5739,电子体温计,1
5740,布笔袋,1
5741,塑料笔盒,1
5742,金属铅笔盒,1
5743,塑胶铅笔盒,1
5744,塑料铅笔盒,1
5745,铁制铅笔盒,1
5746,文具铅笔盒,1
5747,笔记本纸,1
5748,电脑小音响,1
5749,废电脑,1
5750,电话手表,1
5751,电话簿,1
5752,行动电话,1
5753,废电视,1
5754,电脑配件,1
5755,电脑设备,1
5756,电脑屏幕,1
5757,旧电视,1
5758,液晶电视,1
5759,墨盒,1
5760,纸酸奶盒,1
5761,纸质酸奶盒,1
5762,尺子,1
5763,铁尺,1
5764,文具尺,1
5765,不锈钢尺子,1
5766,饮料铝罐,1
5767,塑料剃须刀,1
5768,废电器,1
5769,旧电器,1
5770,废旧电器,1
5771,电器产品,1
5772,钨丝灯泡,1
5773,屏幕,1
5774,废墨盒,1
5775,旧墨盒,1
5776,打印墨盒,1
5777,晒鼓墨盒,1
5778,不锈钢,1
5779,电灯,1
5780,钨丝,1
5781,浴霸灯,1
5782,手机屏幕,1
5783,塑料包装盒,1
5784,不锈钢刀,1
5785,不锈钢水杯,1
5786,塑料杯子,1
5787,塑料水杯,1
5788,蛋黄饼包装盒,1
5789,电子塑料包装,1
5790,羽绒被,1
5791,西装,1
5792,烘手器,1
5793,挂钟,1
5794,皮衣,1
5795,卫衣,1
5796,美容仪,1
5797,上衣,1
5798,毛衣,1
5799,木雕,1
5800,遮阳帽,1
5801,晾衣杆,1
5802,领带,1
5803,电源线,1
5804,床罩,1
5805,电热水器,1
5806,包装箱,1
5807,cd机,1
5808,剪子,1
5809,脱水机,1
5810,玩具熊,1
5811,保险箱,1
5812,果汁机,1
5813,玻璃器皿,1
5814,烘干机,1
5815,戒指,1
5816,饮水机,1
5817,摄像机,1
5818,窗帘,1
5819,小家电,1
5820,练习本,1
5821,铁锤,1
5822,耳套,1
5823,烤箱,1
5824,电饭锅,1
5825,塑胶玩具,1
5826,太阳能热水器,1
5827,扑克,1
5828,电热水袋,1
5829,文具盒,1
5830,防滑垫,1
5831,旧裤子,1
5832,防晒霜罐,1
5833,奶粉盒子,1
5834,木梳子,1
5835,木制梳子,1
5836,坏垃圾桶,1
5837,旧塑料晾衣架,1
5838,黑色垃圾桶,1
5839,绿色垃圾桶,1
5840,其他垃圾桶,1
5841,塑料钟表,1
5842,旧收音机,1
5843,瘪掉的篮球,1
5844,废旧的收音机,1
5845,废旧收音机,1
5846,废弃的收音机,1
5847,旧音箱,1
5848,木制音箱,1
5849,氢气球充气钢瓶,1
5850,牛皮,1
5851,木筷子,1
5852,塑料筷子,1
5853,家电,1
5854,电子游戏机,1
5855,金属剪刀,1
5856,塑料垫子,1
5857,旧本子,1
5858,金属订书机,1
5859,废旧的手电筒,1
5860,旧手电筒,1
5861,废旧手电筒,1
5862,废弃的手电筒,1
5863,印刷品,1
5864,坏台灯,1
5865,废旧台灯,1
5866,废地毯,1
5867,废旧地毯,1
5868,废弃地毯,1
5869,护肤品空瓶,1
5870,护手霜盒,1
5871,护手霜盒子,1
5872,洗衣粉盒,1
5873,护手霜软管,1
5874,洗衣粉瓶,1
5875,羊毛毯,1
5876,皮手套,1
5877,塑胶手套,1
5878,沐浴乳瓶罐,1
5879,旧皮衣,1
5880,玻璃盘子,1
5881,废家电,1
5882,旧家电,1
5883,塑料垫,1
5884,珍珠,1
5885,营养快线饮料瓶,1
5886,镀锌板,1
5887,雕花板,1
5888,汽车排气管,1
5889,塑料书皮,1
5890,车载记录仪,1
5891,护脖枕,1
5892,珐琅锅,1
5893,登山机,1
5894,椭圆机,1
5895,生抽瓶,1
5896,老抽瓶,1
5897,陈醋瓶,1
5898,豆豉瓶,1
5899,沙茶酱瓶,1
5900,背包塑料扣,1
5901,伊利优酸乳奶盒,1
5902,甜牙齿糖果包装盒,1
5903,木糖醇口香糖塑料盒,1
5904,口香糖包装瓶,1
5905,聚乙烯挤塑板,1
5906,电子元器件,1
5907,滤水壶,1
5908,电容笔,1
5909,触控笔,1
5910,A3纸,1
5911,羽毛球筒,1
5912,红牛罐,1
5913,素描纸,1
5914,速写纸,1
5915,盐汽水瓶,1
5916,科罗娜啤酒瓶,1
5917,验孕棒纸盒子,1
5918,七喜塑料瓶,1
5919,Chanel包,1
5920,Celine包,1
5921,Hermes包,1
5922,LV包,1
5923,Gucci包,1
5924,MCM包,1
5925,Coach包,1
5926,DG包,1
5927,Armani包,1
5928,奖状,1
5929,纸质容器,1
5930,金属鸟笼,1
5931,香皂包装纸,1
5932,switch,1
5933,环保布制垃圾袋,1
5934,可口可乐瓶盖,1
5935,纸质包装盒,1
5936,插排,1
5937,芬达饮料瓶,1
5938,螺丝盖,1
5939,pvc,1
5940,碎玻璃器皿,1
5941,药品盒,1
5942,计算机,1
5943,包,1
5944,布绒玩具,1
5945,食品罐,1
5946,调料瓶,1
5947,化妆品瓶子,1
5948,金属餐具,1
5949,奶瓶,1
5950,有机玻璃制品,1
5951,牛奶包装盒,1
5952,茅台酒空瓶,1
5953,蚊香包装盒,1
5954,手机数据线,1
5955,适配器,1
5956,酒精灯,1
5957,玻璃球,1
5958,雨水篦子,1
5959,纸浆,1
5960,白色泡沫板,1
5961,装牛奶的纸盒,1
5962,布质手提袋,1
5963,纸制手提袋,1
5964,皮制手提袋,1
5965,手帐,1
5966,塑料板,1
5967,泡i盒,1
5968,铁丝球,1
5969,不锈钢叉子,1
5970,电子产品,1
5971,染发剂盒,1
5972,空药品盒,1
5973,药盒子,1
5974,废收音机,1
5975,破玻璃,1
5976,打包袋,1
5977,锡箔纸,1
5978,烘焙锡纸,1
5979,泡面箱,1
5980,旧袜子,1
5981,废旧泡沫塑料,1
5982,化妆品罐子,1
5983,饮料瓶子,1
5984,玻璃片,1
5985,塑料包装瓶,1
5986,奶粉罐头,1
5987,味全发酵乳瓶子,1
5988,珍珠棉,1
5989,咖啡透明杯,1
5990,纯甄酸奶瓶,1
5991,塑胶机,1
5992,塑封机,1
5993,过胶机,1
5994,门滑轮,1
5995,氮气罐,1
5996,棉花毯,1
5997,数据线包装盒,1
5998,变压器,1
5999,热熔胶棒,1
6000,磁带盒,1
6001,蛋糕模具,1
6002,烘培模具,1
6003,雀巢矿泉水瓶,1
6004,琵琶,1
6005,答题卡纸,1
6006,玻璃咖啡壶,1
6007,防晒袖套,1
6008,东鹏特饮塑料瓶,1
6009,美汁源果粒橙塑料瓶,1
6010,图纸,1
6011,节拍器,1
6012,豆瓣酱玻璃瓶,1
6013,巧克力酱瓶,1
6014,榛子酱瓶,1
6015,动漫书,1
6016,热切刀,1
6017,公平秤,1
6018,素描画纸,1
6019,塑料防滑垫,1
6020,石墨,1
6021,石墨烯,1
6022,劳保鞋,1
6023,名画,1
6024,草本抑菌洗液瓶,1
6025,金属发箍,1
6026,燃气瓶,1
6027,金属筷子,1
6028,呼吸阀,1
6029,固态硬盘,1
6030,邮差包,1
6031,粉刺针,1
6032,西洋参包装纸盒,1
6033,口香糖铝盒,1
6034,充电手电筒,1
6035,纸质杯托,1
6036,铝箔包装盒,1
6037,旧遥控器,1
6038,旧金属钥匙,1
6039,旧电子车钥匙,1
6040,旧电视遥控器,1
6041,旧空调遥控器,1
6042,泡沫保鲜盒,1
6043,转运汽水瓶,1
6044,起泡酒瓶,1
6045,贵腐酒瓶,1
6046,塑料洗脸盆,1
6047,金属盆,1
6048,金属碗,1
6049,铜镜,1
6050,铁质广告牌,1
6051,保险柜,1
6052,普通车衣,1
6053,钢钉,1
6054,震动棒,1
6055,振动棒,1
6056,废弃药瓶,2
6057,干电池,2
6058,废荧光灯管,2
6059,废节能灯,2
6060,废水银温度计,2
6061,废水银血压计,2
6062,过期药品,2
6063,废油漆,2
6064,废农药,2
6065,节能灯（含水银）,2
6066,LED灯（含水银）,2
6067,过期的胶囊药物,2
6068,过期药片,2
6069,废弃灯泡,2
6070,废矿物油,2
6071,废血压计,2
6072,废镍镉电池,2
6073,工业胶水,2
6074,钮扣电池,2
6075,照片,2
6076,过期指甲油,2
6077,膏药,2
6078,药片内包装,2
6079,5号电池,2
6080,7号电池,2
6081,水银体温计,2
6082,感光胶片,2
6083,过期感冒药,2
6084,杀虫子罐,2
6085,1号电池,2
6086,胶囊,2
6087,测血糖针,2
6088,空调清洗消毒液瓶,2
6089,过期西药,2
6090,伤筋药膏包装,2
6091,西药瓶,2
6092,马应龙痔疮膏,2
6093,膏药布,2
6094,金霉素眼药膏,2
6095,卸甲油,2
6096,烫伤药,2
6097,滴眼液,2
6098,西瓜霜,2
6099,西瓜霜含片,2
6100,金嗓子含片,2
6101,药罐,2
6102,维生素,2
6103,口服液瓶盖,2
6104,灭蚊喷雾剂,2
6105,红花油,2
6106,西瓜霜含片塑料铝箔包装,2
6107,鱼肝油盒,2
6108,咳嗽糖浆玻璃瓶,2
6109,除草剂,2
6110,废胶卷,2
6111,鱼肝油,2
6112,喷漆罐,2
6113,膏药包装,2
6114,口服液吸管,2
6115,感冒药包装,2
6116,清洗剂,2
6117,止咳枇杷膏,2
6118,红霉素软膏,2
6119,皮革清洁剂,2
6120,一次性眼药水,2
6121,胶囊底板,2
6122,打火机燃料罐,2
6123,颗粒药包装袋,2
6124,人丹,2
6125,油漆刷,2
6126,补品玻璃瓶,2
6127,碘伏,2
6128,704粘合剂,2
6129,卸甲包,2
6130,健胃消食片,2
6131,粉状药品包装袋,2
6132,生理盐水瓶,2
6133,东阿阿胶,2
6134,除垢剂,2
6135,杀鼠剂,2
6136,杀线虫剂,2
6137,杀软体动物剂,2
6138,植物生长调节剂,2
6139,矿物源农药,2
6140,生物源农药,2
6141,西瓜田除草剂,2
6142,蔬菜除草剂,2
6143,含腐殖酸水溶肥,2
6144,糖醇钙镁,2
6145,喜满地平衡型大量元素水溶肥,2
6146,足部舒缓帖,2
6147,钙镁肥,2
6148,樊诺新根多,2
6149,多禧茄子点花药,2
6150,打跳甲特效药,2
6151,除甲醛竹炭包,2
6152,抗茬宝,2
6153,地板喷蜡,2
6154,皮革护理剂,2
6155,敌百虫,2
6156,防霉剂,2
6157,足浴盐,2
6158,泡足片,2
6159,宠物除虱圈,2
6160,敌敌畏,2
6161,乐果,2
6162,灭蚜松,2
6163,福美锌,2
6164,除臭香波,2
6165,除虱香波,2
6166,过期孕妇护肤品,2
6167,过期产妇护肤品,2
6168,花露水,2
6169,驱鼠器,2
6170,杀虫喷雾剂,2
6171,威猛先生等洁净用品,2
6172,油污净,2
6173,宠物除蚤圈,2
6174,安神补脑片,2
6175,人体润滑液,2
6176,润滑剂,2
6177,水银血压计,2
6178,止汗香体剂,2
6179,暖身贴,2
6180,无汞干电池,2
6181,无汞的7号电池,2
6182,无汞的5号电池,2
6183,无汞的1号电池,2
6184,重油,2
6185,重金属颜料,2
6186,止疼药的包装,2
6187,止疼药,2
6188,直接染料,2
6189,脂肪酸二元酸酯类的废物,2
6190,直发膏,2
6191,正红花油,2
6192,正负胶片,2
6193,真空泵油,2
6194,樟脑油,2
6195,增塑剂,2
6196,月见草胶囊,2
6197,原油,2
6198,有色金属冶炼废物,2
6199,油墨,2
6200,有机氯杀菌药剂,2
6201,有机氯杀菌剂,2
6202,有机硫杀菌剂,2
6203,有机氮杀菌剂,2
6204,有机氮杀虫剂,2
6205,用过废弃的吸附剂、催化剂、溶剂,2
6206,用过的直发膏,2
6207,用过的碳粉盒,2
6208,用过的输液瓶,2
6209,用过的染发剂,2
6210,用过的染发膏,2
6211,用过的染发粉,2
6212,医用针头,2
6213,医用输液瓶,2
6214,医用酒精,2
6215,医用敷料,2
6216,医用缝合针,2
6217,一氧化镍的废物,2
6218,乙酸乙酯的废物,2
6219,一硫化镍的废物,2
6220,医疗废物,2
6221,乙醛的废物,2
6222,液压油,2
6223,液态废催化剂,2
6224,叶绿素液,2
6225,叶黄素胶囊,2
6226,液化石油气残渣,2
6227,药品制作蒸馏及反应残余物,2
6228,药膏的包装壳,2
6229,氧化槽渣,2
6230,氧化镍的废物,2
6231,盐酸,2
6232,亚硝酸盐废渣,2
6233,心血管药,2
6234,卸甲片,2
6235,硝酸镍的废物,2
6236,硝酸,2
6237,吸附物与载体废物,2
6238,污染土壤,2
6239,无机杀菌剂,2
6240,无机除草剂,2
6241,维生素片,2
6242,维生素胶囊,2
6243,维生素D片,2
6244,维生素C含片,2
6245,维生素C粉,2
6246,维生素B片,2
6247,维C银翘片,2
6248,王水,2
6249,外科用钳,2
6250,外科用剪,2
6251,脱色过滤物,2
6252,双组份涂料,2
6253,双氧水,2
6254,树酯,2
6255,兽药产品,2
6256,手术残余物,2
6257,手术残物,2
6258,使用过的注射器,2
6259,石棉尾矿渣,2
6260,石棉隔热废料,2
6261,石棉废纤维,2
6262,石棉尘,2
6263,生物培养试验残余物,2
6264,神经系统药,2
6265,膳食纤维片,2
6266,膳食纤维胶囊,2
6267,杀虫罐,2
6268,杀螨剂,2
6269,三黄片,2
6270,润滑油,2
6271,乳胶漆,2
6272,热处理油,2
6273,热处理渗碳氰渣,2
6274,染发粉,2
6275,氢氧化高镍的废物,2
6276,氢氧化镍的废物,2
6277,清洗剥离物,2
6278,清洁剂,2
6279,氢溴酸,2
6280,氢氟酸,2
6281,强身健脑片,2
6282,墙面漆,2
6283,汽油,2
6284,弃用的卤素灯,2
6285,葡萄籽片,2
6286,偏苯三甲酸酯类的废物,2
6287,硼酸,2
6288,喷漆瓶,2
6289,农药包装瓶,2
6290,牛黄解毒片,2
6291,柠檬酸钙片,2
6292,拟除虫菊酯类杀虫剂,2
6293,木头漆,2
6294,灭蚊喷雾,2
6295,煤油,2
6296,媒染染料偶氮染料,2
6297,蔓越莓胶囊,2
6298,氯酸,2
6299,氯化石蜡的废物,2
6300,氯化镍的废物,2
6301,氯磺酸,2
6302,硫酸镍的废物,2
6303,六神丸,2
6304,硫化染料,2
6305,磷酸酯类的废物,2
6306,磷酸,2
6307,磷化渣,2
6308,沥青渣,2
6309,冷却油,2
6310,口服胶原蛋白,2
6311,空调清洁消毒液瓶,2
6312,颗粒药,2
6313,均三氮苯类除草剂,2
6314,聚乙烯树脂涂料,2
6315,聚氨酯树脂涂料,2
6316,聚酯类的废物,2
6317,静心口服液,2
6318,精神药品,2
6319,精馏釜残物,2
6320,金霉素眼膏,2
6321,焦油渣,2
6322,胶乳,2
6323,碱性染料,2
6324,甲基乙基酮的废弃物,2
6325,甲基乙烯酮的废物,2
6326,甲基丁醇的废弃物,2
6327,甲基丁酮的废物,2
6328,甲苯渣,2
6329,基因类废物,2
6330,活性染料,2
6331,环氧树脂涂料,2
6332,环氧化合物类的废物,2
6333,化验检查残余物,2
6334,化验废物,2
6335,红药水,2
6336,含有机卤化物废物,2
6337,含水银的LED灯,2
6338,含邻苯二甲酸酯类的废物,2
6339,含多氯苯并二恶英废物,2
6340,含多氯苯并呋喃类废物,2
6341,含溴化镍的废物,2
6342,含氰污泥及冷却液,2
6343,含氰热处理炉内衬,2
6344,含氰热处理钡渣,2
6345,含镍废物,2
6346,含钡废物,2
6347,还原染料,2
6348,过期的止痛膏,2
6349,过期的指甲油,2
6350,过期的正红花油,2
6351,过期的鱼肝油,2
6352,过期的医用酒精,2
6353,过期的一次性眼药水,2
6354,过期的药片,2
6355,过期的药膏,2
6356,过期的卸甲油,2
6357,过期的卸甲水,2
6358,过期的卸甲片,2
6359,过期的西药,2
6360,过期的西瓜霜含片,2
6361,过期的西瓜霜,2
6362,过期的维生素片,2
6363,过期的维C银翘片,2
6364,过期的外敷伤药,2
6365,过期的烫伤药,2
6366,过期的烫伤膏,2
6367,过期的深海鱼油,2
6368,过期的伤筋膏药,2
6369,过期的三黄片,2
6370,过期的牛黄解毒片,2
6371,过期的六神丸,2
6372,过期的老鼠药,2
6373,过期的口服液,2
6374,过期的开塞露,2
6375,过期的金霉素眼膏,2
6376,过期的红药水,2
6377,过期的红霉素软膏,2
6378,过期的红花油,2
6379,过期的膏药,2
6380,过期的高血压药品,2
6381,过期的感冒药,2
6382,过期的钙片,2
6383,过期的夫西地酸乳膏,2
6384,过期的二氧化氢溶剂,2
6385,过期的阿司匹林,2
6386,过期的藿香正气水,2
6387,高血压药瓶,2
6388,高血压药品,2
6389,高浓度母液及反应基培养基废物,2
6390,感冒药的包装,2
6391,感光原料,2
6392,夫西地酸乳膏,2
6393,复合维生素片,2
6394,复方首乌补液,2
6395,辅酶Q10胶囊,2
6396,焚烧处置灰尘,2
6397,焚烧处置残渣及灰尘,2
6398,焚烧处置残渣,2
6399,废有机溶剂,2
6400,废有机磷杀虫剂,2
6401,废显影液,2
6402,废酸性染料,2
6403,废酸焦油,2
6404,废水污泥,2
6405,废水处理污泥,2
6406,废石棉绒,2
6407,废弃的相片底片,2
6408,废弃的喷漆瓶,2
6409,废弃的锂电池,2
6410,废硫酸,2
6411,废抗菌药,2
6412,废电镀溶液,2
6413,废催化剂,2
6414,反应残渣及滤渣,2
6415,二元醇和多元醇酯类的废物,2
6416,二乙基酮的废物,2
6417,二氧化氢溶剂,2
6418,阿司匹林,2
6419,毒鼠强,2
6420,都梁滴丸,2
6421,镀槽淤渣,2
6422,动物试验废物,2
6423,动物试验残余物,2
6424,定影液,2
6425,碘酸,2
6426,碘伏瓶,2
6427,电镀水处理污泥,2
6428,滴眼液瓶,2
6429,代脲类除草剂,2
6430,大豆异黄酮软胶囊,2
6431,醇酸树脂涂料,2
6432,传染性废物,2
6433,柴油,2
6434,不用的金霉素眼膏,2
6435,不用的红花油,2
6436,不用的夫西地酸乳膏,2
6437,补品药瓶,2
6438,玻璃体切割器,2
6439,冰染染料,2
6440,丙烯醛的废物,2
6441,丙烯酸树脂涂料,2
6442,丙酮的废物,2
6443,表面处理酸碱渣,2
6444,包扎残余物,2
6445,报废药品及过期原料,2
6446,板蓝根的包装袋,2
6447,安神补脑液,2
6448,氨基甲酸酯类杀虫剂,2
6449,氨基甲酸酯类除草剂,2
6450,眩晕宁颗粒,2
6451,溴酸,2
6452,酰胺类除草剂,2
6453,硒酸,2
6454,砷酸,2
6455,氰酸,2
6456,藿香正气水,2
6457,磺酸衍生物的废物,2
6458,酚渣,2
6459,酚类除草剂,2
6460,苯氧羧酸类除草剂,2
6461,苯甲醇的废物,2
6462,704粘和剂,2
6463,废药品,2
6464,日光灯管,2
6465,废灯管,2
6466,废电池,2
6467,过期药物,2
6468,药片,2
6469,废油漆桶,2
6470,废含汞温度计,2
6471,废杀虫剂,2
6472,药物胶囊,2
6473,废胶片,2
6474,杀虫喷雾罐,2
6475,废含汞血压计,2
6476,废相纸,2
6477,口服液瓶子,2
6478,温度计,2
6479,玻璃灯管,2
6480,废手机充电电池,2
6481,手机充电电池,2
6482,废药,2
6483,药品,2
6484,电池,2
6485,灯管,2
6486,废旧荧光灯管,2
6487,含汞荧光灯管,2
6488,废日光灯管,2
6489,废直式日光灯管,2
6490,卤素灯泡,2
6491,过期药,2
6492,农药片,2
6493,药片盒,2
6494,胶囊药片,2
6495,消毒药片,2
6496,胶囊药片底板,2
6497,漆桶,2
6498,甲油,2
6499,含汞温度计,2
6500,水银,2
6501,体温计,2
6502,废杀虫剂罐,2
6503,相纸,2
6504,底片,2
6505,相片,2
6506,含汞血压计,2
6507,除草剂罐,2
6508,各类过期药品,2
6509,家庭的过期药品,2
6510,过期胶囊药物,2
6511,玻璃小药瓶,2
6512,废药瓶,2
6513,喝完的药瓶,2
6514,没有药的空药瓶,2
6515,液体药瓶,2
6516,杀虫剂罐,2
6517,废温度计,2
6518,杀虫剂罐子,2
6519,杀虫剂空瓶,2
6520,杀虫剂瓶,2
6521,杀虫剂瓶罐,2
6522,杀虫剂桶,2
6523,空油漆桶,2
6524,过期的油漆,2
6525,油漆罐,2
6526,油漆稀释剂,2
6527,甲油瓶,2
6528,高铁酸钾,2
6529,化学试剂包装玻璃瓶,2
6530,废弃药品,2
6531,过期的药品,2
6532,药品壳子,2
6533,药品铝塑板,2
6534,笔记本电池,2
6535,不含汞铅电池,2
6536,电池板,2
6537,灯管灯泡,2
6538,废节能灯管,2
6539,废旧灯管,2
6540,废旧荧光灯,2
6541,荧光灯光,2
6542,废旧日光灯,2
6543,过期药水,2
6544,指甲油瓶,2
6545,x光胶片,2
6546,杀虫喷雾瓶,2
6547,含汞体温计,2
6548,彩色相纸,2
6549,电影胶片,2
6550,打印过的胶片,2
6551,照相纸,2
6552,彩色相片纸,2
6553,打印过的彩色相片纸,2
6554,彩色相片,2
6555,废旧相片,2
6556,相片纸,2
6557,过期的药,2
6558,节能灯管,2
6559,废旧灯,2
6560,旧灯管,2
6561,废灯泡,2
6562,旧灯泡,2
6563,废旧灯泡,2
6564,节能灯泡,2
6565,浴霸灯泡,2
6566,废弃节能灯,2
6567,吸顶灯,2
6568,led灯,2
6569,录像带 ,2
6570,杀菌剂,2
6571,涂料,2
6572,LED灯泡,2
6573,过期保健品,2
6574,空涂料桶,2
6575,水性涂料桶,2
6576,盐酸伐昔洛韦片,2
6577,废弃荧光灯,2
6578,涂料桶,2
6579,咳嗽糖浆,2
6580,急支糖浆瓶,2
6581,力度伸泡腾片包装,2
6582,定妆喷雾,2
6583,管道疏通剂瓶,2
6584,酵素玻璃瓶,2
6585,医用绷带,2
6586,染发剂铝壳,2
6587,灌肠袋,2
6588,尿袋,2
6589,药片包衣,2
6590,洗甲水,2
6591,溶剂,2
6592,药品内包装,2
6593,紫药水,2
6594,镉镍电池,2
6595,药水瓶,2
6596,碘伏空瓶,2
6597,旧电池,2
6598,废弃X光片,2
6599,小电珠,2
6600,x胶片,2
6601,废手机电池,2
6602,药瓶子,2
6603,药品包装瓶,2
6604,碘伏棉球,2
6605,废旧电池,2
6606,打印机硒鼓,2
6607,青蒿素,2
6608,色带,2
6609,含汞5号电池,2
6610,无汞电池,2
6611,冲印相片,2
6612,急支糖浆,2
6613,硼砂,2
6614,南孚电池,2
6615,冰箱杀菌喷雾器,2
6616,史莱姆泥,2
6617,未用完的笔芯,2
6618,未用完的水笔,2
6619,洗笔液,2
6620,万用表电池,2
6621,驱虫药,2
